0.000000	0.060057
0.002000	0.064323
0.004000	0.068589
0.006000	0.073524
0.008000	0.077790
0.010000	0.080550
0.012000	0.083561
0.014000	0.085987
0.016000	0.088747
0.018000	0.090002
0.020000	0.090002
0.022000	0.090002
0.024000	0.089416
0.026000	0.088496
0.028000	0.087576
0.030000	0.085987
0.032000	0.082975
0.034000	0.080550
0.036000	0.078375
0.038000	0.076535
0.040000	0.076284
0.042000	0.079630
0.044000	0.085987
0.046000	0.094853
0.048000	0.104639
0.050000	0.114677
0.052000	0.125383
0.054000	0.133915
0.056000	0.138850
0.058000	0.140690
0.060000	0.139770
0.062000	0.136341
0.064000	0.131489
0.066000	0.127558
0.068000	0.125049
0.070000	0.123292
0.072000	0.122372
0.074000	0.121703
0.076000	0.120197
0.078000	0.116266
0.080000	0.110411
0.082000	0.102799
0.084000	0.094602
0.086000	0.087576
0.088000	0.081135
0.090000	0.076535
0.092000	0.074109
0.094000	0.074109
0.096000	0.075949
0.098000	0.078710
0.100000	0.082055
0.102000	0.084816
0.104000	0.086656
0.106000	0.086321
0.108000	0.086321
0.110000	0.086656
0.112000	0.087576
0.114000	0.088496
0.116000	0.090002
0.118000	0.091842
0.120000	0.094602
0.122000	0.096108
0.124000	0.098533
0.126000	0.100374
0.128000	0.102465
0.130000	0.103719
0.132000	0.104639
0.134000	0.105225
0.136000	0.104639
0.138000	0.106145
0.140000	0.113506
0.142000	0.132075
0.144000	0.166620
0.146000	0.215720
0.148000	0.278871
0.150000	0.350638
0.152000	0.425417
0.154000	0.498020
0.156000	0.559081
0.158000	0.598394
0.160000	0.608180
0.162000	0.583421
0.164000	0.525790
0.166000	0.439134
0.168000	0.329225
0.170000	0.206602
0.172000	0.082641
0.174000	-0.029610
0.176000	-0.123041
0.178000	-0.191379
0.180000	-0.230776
0.182000	-0.241398
0.184000	-0.226761
0.186000	-0.189873
0.188000	-0.140105
0.190000	-0.085485
0.192000	-0.032705
0.194000	0.012463
0.196000	0.049099
0.198000	0.075029
0.200000	0.091507
0.202000	0.100959
0.204000	0.106145
0.206000	0.109825
0.208000	0.111666
0.210000	0.112920
0.212000	0.115011
0.214000	0.119612
0.216000	0.124463
0.218000	0.130235
0.220000	0.134584
0.222000	0.139436
0.224000	0.144956
0.226000	0.149473
0.228000	0.153739
0.230000	0.157754
0.232000	0.162020
0.234000	0.165031
0.236000	0.167540
0.238000	0.168126
0.240000	0.166871
0.242000	0.163860
0.244000	0.160765
0.246000	0.157168
0.248000	0.152233
0.250000	0.146462
0.252000	0.140690
0.254000	0.136090
0.256000	0.133664
0.258000	0.131489
0.260000	0.129984
0.262000	0.129398
0.264000	0.128478
0.266000	0.129649
0.268000	0.131155
0.270000	0.134250
0.272000	0.137595
0.274000	0.140941
0.276000	0.145876
0.278000	0.151982
0.280000	0.158674
0.282000	0.165951
0.284000	0.172977
0.286000	0.180589
0.288000	0.188870
0.290000	0.195896
0.292000	0.202922
0.294000	0.208693
0.296000	0.213879
0.298000	0.218145
0.300000	0.221826
0.302000	0.225506
0.304000	0.227597
0.306000	0.230943
0.308000	0.236212
0.310000	0.242569
0.312000	0.251101
0.314000	0.261808
0.316000	0.271594
0.318000	0.282217
0.320000	0.290498
0.322000	0.294429
0.324000	0.292589
0.326000	0.284057
0.328000	0.269168
0.330000	0.246835
0.332000	0.219651
0.334000	0.187949
0.336000	0.155328
0.338000	0.124212
0.340000	0.096359
0.342000	0.073858
0.344000	0.057297
0.346000	0.045168
0.348000	0.037807
0.350000	0.035047
0.352000	0.035633
0.354000	0.037807
0.356000	0.039648
0.358000	0.040819
0.360000	0.041739
0.362000	0.041488
0.364000	0.042073
0.366000	0.042408
0.368000	0.043328
0.370000	0.045419
0.372000	0.047845
0.374000	0.051525
0.376000	0.055540
0.378000	0.059137
0.380000	0.062566
0.382000	0.063737
0.384000	0.064323
0.386000	0.063737
0.388000	0.062566
0.390000	0.058551
0.392000	0.054871
0.394000	0.050605
0.396000	0.046674
0.398000	0.044248
0.400000	0.041739
0.402000	0.040233
0.404000	0.040233
0.406000	0.039648
0.408000	0.040568
0.410000	0.042659
